Gene Id	Gene Name	Sample_78648	Sample_78650	Sample_78652	Sample_78654	Sample_78647	Sample_78649	Sample_78651	Sample_78653
0610005C13Rik	0610005C13Rik	6	5	13	17	9	2.00018	10	4.00022
0610007C21Rik	0610007C21Rik	1245	986	1514	1699	238.001	156	204	252
0610007L01Rik	0610007L01Rik	1862	1406	1967	2248	535	502	760	698
0610007N19Rik	0610007N19Rik	168	144	146	167	37	22	22	44
0610007P08Rik	0610007P08Rik	938	807	1048	1196	397	387	616	544
0610007P14Rik	0610007P14Rik	1062	845	1204	1379	134	114	117	156
0610007P22Rik	0610007P22Rik	897.947	781.988	942	1104	275	236.995	308	307
0610008F07Rik	0610008F07Rik	0	0	0	0	0	0	0	0
0610009B14Rik	0610009B14Rik	1	0	7	1	0	0	1	6
0610009B22Rik	0610009B22Rik	960	852	1121	1086	69	37	53	54
0610009D07Rik	0610009D07Rik	1907	1808	2103	2412	491	351	385	469
0610009L18Rik	0610009L18Rik	182	124	194	162	21	17	22	27
0610009O20Rik	0610009O20Rik	864	781	965	1134	298	324	432.001	417
0610010B08Rik	0610010B08Rik	60	43	46	82	26	26	16	34
0610010F05Rik	0610010F05Rik	2029	1593	2104	2301	742	638	984	975
0610010K14Rik	0610010K14Rik	984	955	1101	1192	94	96	74	120
0610010O12Rik	0610010O12Rik	996	804	1174	1184	276	163	158	203
0610011F06Rik	0610011F06Rik	1588	1285	1675	1927	239	164	187	231
0610011L14Rik	0610011L14Rik	1380	1184	1332	1763	305	420	500	528
0610012G03Rik	0610012G03Rik	1571	1413	1856	2147	229	226	216	274
0610012H03Rik	0610012H03Rik	0	0	1	0	0	0	2	0
0610030E20Rik	0610030E20Rik	829	668	809	1004	240	222	296	346
0610031J06Rik	0610031J06Rik	485	418	474	551	94	125	140	142
0610031O16Rik	0610031O16Rik	0	0	0	0	0	0	0	0
0610037L13Rik	0610037L13Rik	1141	935	1258	1362	148	94	134	165
0610037P05Rik	0610037P05Rik	2187	1859	2305	2521	142	103	120	160
0610038B21Rik	0610038B21Rik	5	5	5	8	13	13	12	25
0610038L08Rik	0610038L08Rik	33	33	34	54	48	34	54	58
0610039K10Rik	0610039K10Rik	65	54	70	69	85	76	87	113
0610040B10Rik	0610040B10Rik	101	109	107	118	12	21	11	5
0610040F04Rik	0610040F04Rik	70	38	61	100	15	4	15	36
0610040J01Rik	0610040J01Rik	88	73	106	96	18	16	15	13
0610043K17Rik	0610043K17Rik	14	18	13	15	89	26	55	87
0910001L09Rik	0910001L09Rik	1306	1052	1469	1512	93	87	97	111
100043387	100043387	38	41	24	21	20	5	6	13
1100001G20Rik	1100001G20Rik	0	0	0	0	0	0	0	0
1110001A16Rik	1110001A16Rik	888	711	905	1129	187	98	113	185
1110001J03Rik	1110001J03Rik	1018	756	1047	1217	55	42	39	46
1110002B05Rik	1110002B05Rik	2179	1752.32	2364.88	2293	150	108	119.09	132.484
1110002L01Rik	1110002L01Rik	3531	3009	3607	4275	757	603	912	858
1110002N22Rik	1110002N22Rik	197	186	237	271	35	40	57	53
1110003E01Rik	1110003E01Rik	5661	4709	6215	6725	613	445	507	583
1110004E09Rik	1110004E09Rik	1215	1058	1377	1383	557	377	393	451
1110004F10Rik	1110004F10Rik	6184	5234	6495	7386	1763	1076	1398	1558
1110005A03Rik	1110005A03Rik	311	239	314	360	34	25	26	28
1110006O24Rik	1110006O24Rik	36	28	50	69	10	12	6	12
1110007C09Rik	1110007C09Rik	330	246	348	340	36	52	51	47
1110008F13Rik	1110008F13Rik	456	399	579	692	143	108	131	157
1110008J03Rik	1110008J03Rik	689	571	765	903	151	101	143	170
1110008L16Rik	1110008L16Rik	378	294	316	371	113	129	167	173
1110008P14Rik	1110008P14Rik	1696	1434	1922	2148	221	126	134	160
1110012J17Rik	1110012J17Rik	1403	1103	1466	1710	1598	1543	2288	2179
1110012L19Rik	1110012L19Rik	572	496	589	736	74	37	64	57
1110014N23Rik	1110014N23Rik	1150	983	1134	1543	312	320	435	453
1110015O18Rik	1110015O18Rik	164	128	170	219	27	11	19	40
1110017D15Rik	1110017D15Rik	181	146	197	184	17	28	17	27
1110017F19Rik	1110017F19Rik	6	2	1	1	18	28	17	20
1110018G07Rik	1110018G07Rik	1951	1643	2000	2392	738	778	1137	1178
1110018J18Rik	1110018J18Rik	173	137	138	177	94	71	96	81
1110019D14Rik	1110019D14Rik	57	62	69	76	18	1	25	15
1110020A21Rik	1110020A21Rik	39	24	37	33	10.0001	14.0019	13	7
1110020G09Rik	1110020G09Rik	2270	1961	2419	2420	644	423	633	612
1110021J02Rik	1110021J02Rik	1038	871	1088	1267	453	430	657	664
1110021L09Rik	1110021L09Rik	437	305	631	575	135	103	181	173
1110028C15Rik	1110028C15Rik	533	508	593	655	368	225	317	386
1110028F11Rik	1110028F11Rik	2	0	1	2	7	2	6	7
1110028F18Rik	1110028F18Rik	0	0	0	0	0	0	0	0
1110031I02Rik	1110031I02Rik	121	106	175	207	45	63	47	40
1110032A03Rik	1110032A03Rik	1591	1438	1903	2023	378	259	297	373
1110032A04Rik	1110032A04Rik	209	153	231	245	18	16	16	29
1110032F04Rik	1110032F04Rik	198	177	217	289	32	47	52	49
1110034A24Rik	1110034A24Rik	232	178	248	312	79	77	67	121
1110034B05Rik	1110034B05Rik	465	329	450	493	78	61	86	112
1110034G24Rik	1110034G24Rik	282	246	296	378	41	18	36	31
1110035M17Rik	1110035M17Rik	23	41	48	62	8	3	6	10
1110036E04Rik	1110036E04Rik	0	0	2	1	0	0	0	0
1110037F02Rik	1110037F02Rik	891	876	916	1100	849	1051	1345	1481
1110038B12Rik	1110038B12Rik	459	337	444	537	21	68	48	43
1110038D17Rik	1110038D17Rik	532	442	611	731	229	187	265	276
1110038F14Rik	1110038F14Rik	644	599	657	746	176	132	178	171
1110046J04Rik	1110046J04Rik	132	94.0014	166	180	23.0009	31	61	60
1110049F12Rik	1110049F12Rik	7314	6078	8367	9123	1259	908	1089	1272
1110050K14Rik	1110050K14Rik	9	2	8	10	13	16	5	12
1110051M20Rik	1110051M20Rik	4620	4048	5045	5759	782	688	958	943
1110054M08Rik	1110054M08Rik	131	110	161.004	188	11.0002	10	12.0016	13
1110054O05Rik	1110054O05Rik	488	400	529	599	62	85	106	79
1110057K04Rik	1110057K04Rik	1332	1086	1456	1510	254	211	271	293
1110058L19Rik	1110058L19Rik	1235	1029	1388	1486	156	105	147	153
1110059E24Rik	1110059E24Rik	1687	1389	1712	1949	215	159	207	235
1110059G10Rik	1110059G10Rik	648	552	689	714	66	60	54	72
1110059M19Rik	1110059M19Rik	2	1	2	5	0	0	0	0
1110065P20Rik	1110065P20Rik	1827	1523	2118	2266	134	99	109	120
1110067D22Rik	1110067D22Rik	3284	2600	3453	4026	393	282	412	464
1190002F15Rik	1190002F15Rik	3	2	3	6	0	0	0	0
1190002H23Rik	1190002H23Rik	457	405	537	525	101	87	96	103
1190002N15Rik	1190002N15Rik	900	697	898	1050	246	199	297	254
1190003J15Rik	1190003J15Rik	8	5	2	5	0	0	0	1
1190003K10Rik	1190003K10Rik	0	0	0	0	0	0	0	0
1190005F20Rik	1190005F20Rik	987	787	1084	1224	310	289	421	445
1190005I06Rik	1190005I06Rik	273	233	375	376	41	39	29	42
1190007F08Rik	1190007F08Rik	2249	2027	2531	2748	390	273.996	376	457
1190007I07Rik	1190007I07Rik	255	264	271	385	39	23	48	66
1200009I06Rik	1200009I06Rik	99	65	103	112	44	23	42	29
1200011I18Rik	1200011I18Rik	2479	1972	2532	2902	626	477	664	747
1200011M11Rik	1200011M11Rik	358	278	361	406	196	147	315	217
1200014J11Rik	1200014J11Rik	1073	876	1007	1215	617	595	681	857
1200016B10Rik	1200016B10Rik	383	263	387	369	179	151	229	214
1300001I01Rik	1300001I01Rik	2647	2416	2663	3275	1600	1770	2551	2727
1300002E11Rik	1300002E11Rik	250	191	226	319	113	87	115	116
1300002K09Rik	1300002K09Rik	10	1	8	5	0	0	2	0
1300010F03Rik	1300010F03Rik	1155	916	1143	1337	1250	1334	1988	2177
1300014I06Rik	1300014I06Rik	311	271	329	350	54	27	43	46
1300015D01Rik	1300015D01Rik	1	1	0	0	2	0	0	0
1300017J02Rik	1300017J02Rik	3	2	1	3	3	4	6	0
1300018I17Rik	1300018I17Rik	1152	992	1234	1443	389	403	575	529
1300018J18Rik	1300018J18Rik	417	394	459	537	214	223	291	237
1500001M20Rik	1500001M20Rik	352	343	323	431	100	53	82	99
1500002O10Rik	1500002O10Rik	12	6	10	7	0	2	0	7
1500002O20Rik	1500002O20Rik	703	603	761	964	206	201	353	282
1500003O03Rik	1500003O03Rik	12793	10515	12891	15562	1377	1050	1366	1500
1500004A13Rik	1500004A13Rik	772	660	780	925	611	479	740	728
1500009C09Rik	1500009C09Rik	6332	5169	7350	7900	451	288	327	431
1500009L16Rik	1500009L16Rik	1275	1047	1458	1469	245	235	245	269
1500010J02Rik	1500010J02Rik	930	893	972	1241	474	481	740	768
1500011B03Rik	1500011B03Rik	6961	5429	7748	8938	900	705	814	919
1500011H22Rik	1500011H22Rik	2996	2523	3185	3470	417	338	425	458
1500011K16Rik	1500011K16Rik	1287	997	1383	1585	97	67	66	98
1500012F01Rik	1500012F01Rik	2374	2015	2700	3061	119	160	103	173
1500012K07Rik	1500012K07Rik	5	7	3	17	9	11	22	11
1500015A07Rik	1500015A07Rik	720	574	820	909	90	83	116	106
1500015L24Rik	1500015L24Rik	23	18	30	32	17	13	4	5
1500015O10Rik	1500015O10Rik	22	26	21	21	3	0	1	0
1500016L03Rik	1500016L03Rik	343	263	382	506	91	33	65	79
1500017E21Rik	1500017E21Rik	352	278	317	350	24	40	23	34
1500031L02Rik	1500031L02Rik	2792	2304	3148	3477	935	524	625	857
1500032L24Rik	1500032L24Rik	4636	3740	5190	5636	553	388	379	473
1520402A15Rik	1520402A15Rik	410	335	512	534	108	79	110	83
1600002D24Rik	1600002D24Rik	6	0	9	3	0	1	1	0
1600002H07Rik	1600002H07Rik	253	197	277	325	69	57	77	95
1600002K03Rik	1600002K03Rik	76.0032	58	97	88.0065	8.0001	20.0005	24	23.0003
1600010M07Rik	1600010M07Rik	1	0	4	2	0	1	1	1
1600012F09Rik	1600012F09Rik	1303	1049	1263	1507	372	329	373	385
1600012H06Rik	1600012H06Rik	455.999	454	529	542	91.9996	99.9997	93	102
1600014C10Rik	1600014C10Rik	2483	2129	2762	3067	314	211	315	317
1600014C23Rik	1600014C23Rik	1	2	11	5	0	0	0	2
1600014K23Rik	1600014K23Rik	0	0	1	0	0	0	0	0
1600015I10Rik	1600015I10Rik	0	0	1	5	0	0	0	0
1600016N20Rik	1600016N20Rik	3	4	4	4	1	3.00008	4	2
1600019K03Rik	1600019K03Rik	0	0	1	0	0	0	0	0
1600020E01Rik	1600020E01Rik	194	146	144	213	22	28	26	38
1600021P15Rik	1600021P15Rik	1699	1396	1808	2107	315	304	455	448
1600025M17Rik	1600025M17Rik	0	0	0	0	0	1	0	0
1600027N09Rik	1600027N09Rik	365	286	373	432	72	99	114	177
1600029D21Rik	1600029D21Rik	29	21	46	42	15	13	18	17
1600029I14Rik	1600029I14Rik	15.1987	5.60624	19.012	22.3819	3	3.68063	10	5
1600029O15Rik	1600029O15Rik	3599	3063.01	4386	4279.01	762	604	637.001	665
1700001C02Rik	1700001C02Rik	28	26	36	54	14	7	3	8
1700001C19Rik	1700001C19Rik	6	5	7	1	0.999984	0	2.99998	0
1700001D01Rik	1700001D01Rik	0	0	0	0	6	0	6	11
1700001F09Rik	1700001F09Rik	0	0	0	0	0	0	0	0
1700001G11Rik	1700001G11Rik	13	16	18	17	3	5	1	5
1700001G17Rik	1700001G17Rik	40	30	20	26	11	9	4	16
1700001J03Rik	1700001J03Rik	2	1	2	1	0	4	0	0
1700001J11Rik	1700001J11Rik	10	2	3	6	6	5	5	4
1700001K19Rik	1700001K19Rik	51	58	64	67	27	26	42	52
1700001K23Rik	1700001K23Rik	0	2	4	1	1	5	5	0
1700001L05Rik	1700001L05Rik	232	177	239	284	59	75	66	95
1700001L19Rik	1700001L19Rik	924	718	932	999	115	85	99	136
1700001O22Rik	1700001O22Rik	91	64	102	150	37	20	11	32
1700001P01Rik	1700001P01Rik	8	7	15	17	2	0	3	3
1700003C15Rik	1700003C15Rik	0	0	0	0	0	0	0	0
1700003D09Rik	1700003D09Rik	22	32	48	54	16	8	17	9
1700003E16Rik	1700003E16Rik	960	746	1031	1181	240	174	190	287
1700003F12Rik	1700003F12Rik	100	49	123	120	30	14	11	15
1700003F17Rik	1700003F17Rik	1	1	1	1	0	2	0	2
1700003G13Rik	1700003G13Rik	0	0	0	0	0	0	0	0
1700003G18Rik	1700003G18Rik	1	0	1	3	1	0	2	0
1700003H04Rik	1700003H04Rik	0	0	0	0	0	0	0	0
1700003L19Rik	1700003L19Rik	0	0	0	0	0	0	0	0
1700003M02Rik	1700003M02Rik	61	60	79	53	41	39	36	32
1700003M07Rik	1700003M07Rik	960	764	1184	1240	410	309	310	400
1700003P14Rik	1700003P14Rik	0	0	1	0	0	0	0	0
1700006A11Rik	1700006A11Rik	0	0	0	0	0	0	0	0
1700006E09Rik	1700006E09Rik	0	0	0	0	0	0	0	0
1700006F04Rik	1700006F04Rik	0	0	0	0	5	0	1	0
1700006H21Rik	1700006H21Rik	0	0	0	0	0	0	0	0
1700007B14Rik	1700007B14Rik	2	1	1	6	6	0	1	4
1700007F19Rik	1700007F19Rik	1	3	0	0	0	0	1	1
1700007G11Rik	1700007G11Rik	31	28	44	41	12	18	7	10
1700007I08Rik	1700007I08Rik	21	9	16	16	5	23	15	32
1700007J10Rik	1700007J10Rik	97	70	92	105	210	254	318	400
1700007K09Rik	1700007K09Rik	3	3	5	5	0	0	0	0
1700007K13Rik	1700007K13Rik	205	181	246	261	29	34	36	42
1700007L15Rik	1700007L15Rik	28	15	26	45	10	3	8	5
1700007P06Rik	1700007P06Rik	8	11	12	4	13	12	17	13
1700008A04Rik	1700008A04Rik	0	0	0	0	0	4	0	0
1700008F21Rik	1700008F21Rik	0	0	2	4	0	1	2	3
1700008I05Rik	1700008I05Rik	1	0	0	0	0	1	0	1
1700008J07Rik	1700008J07Rik	176	136	169	164	116	86	121	150
1700008K24Rik	1700008K24Rik	1	0	0	2	5	4	10	8
1700008O03Rik	1700008O03Rik	89	62	115	117	6	12	8	9
1700008P02Rik	1700008P02Rik	0	0	0	0	0	0	0	0
1700008P20Rik	1700008P20Rik	16	4	8	22	3	3	1	4
1700009C05Rik	1700009C05Rik	0	0	0	0	0	0	0	1
1700009J07Rik	1700009J07Rik	1	0	2	0	1	0	0	0
1700009N14Rik	1700009N14Rik	0	0	0	0	0	0	0	0
1700009P17Rik	1700009P17Rik	206	167	247	220	44	29	37	37
1700010B08Rik	1700010B08Rik	1	1	1	2	0	1	0	0
1700010D01Rik	1700010D01Rik	0	0	0	0	0	5	0	0
1700010I02Rik	1700010I02Rik	6	1	2	1	6	12	11	2
1700010I14Rik	1700010I14Rik	75	54	93	93	22	44	38	45
1700010J16Rik	1700010J16Rik	0	0	0	0	0	0	3	1
1700010K23Rik	1700010K23Rik	53	31	46	47	30	25	35	34
1700010M22Rik	1700010M22Rik	0	0	0	1	2	7	12	4
1700011A15Rik	1700011A15Rik	0	0	1	0	0	0	0	0
1700011B04Rik	1700011B04Rik	0	0	0	0	0	0	0	0
1700011E24Rik	1700011E24Rik	5	0	1	2	0	1	1	0
1700011F03Rik	1700011F03Rik	0	0	0	0	0	0	0	0
1700011F14Rik	1700011F14Rik	1	0	0	0	0	0	0	0
1700011H14Rik	1700011H14Rik	2	3	5	2	1	0	1	0
1700011I03Rik	1700011I03Rik	18	6	25	54	18.0005	2.00047	5.00051	8.00059
1700011J10Rik	1700011J10Rik	504	408	577	665	124	65	97	110
1700011L22Rik	1700011L22Rik	0	0	0	0	0	0	0	2
1700011M02Rik	1700011M02Rik	1	1	1	1	0	1	0	0
1700012A03Rik	1700012A03Rik	0	0	0	0	0	0	0	0
1700012A16Rik	1700012A16Rik	68	48	90	84	27	27	41	45
1700012B07Rik	1700012B07Rik	0	0	0	0	0	0	0	0
1700012B09Rik	1700012B09Rik	113	104	171	138	31	29	35	32
1700012B15Rik	1700012B15Rik	474	369	539	555	156	92	125	147
1700012D01Rik	1700012D01Rik	34	22	42	28	9	5	5	28
1700012D14Rik	1700012D14Rik	24	21	13	25	5	12	14	15
1700012I11Rik	1700012I11Rik	0	0	1	0	0	0	0	0
1700012L04Rik	1700012L04Rik	0	0	0	0	0	0	0	0
1700012P22Rik	1700012P22Rik	3	4	7	3	0	0	0	0
1700013D24Rik	1700013D24Rik	0	0	0	1	0	0	0	0
1700013F07Rik	1700013F07Rik	53	56	57	59	4	8	14	12
1700013G23Rik	1700013G23Rik	25	35	50	61	9	12	8	12
1700013G24Rik	1700013G24Rik	0	0	0	0	0	0	0	0
1700013H16Rik	1700013H16Rik	0	3	0	5	1	0	1	0
1700013N18Rik	1700013N18Rik	0	0	0	0	1	9	3	14
1700014N06Rik	1700014N06Rik	0	0	0	0	0	0	0	0
1700015E13Rik	1700015E13Rik	5	2	8	4	4	7	6	12
1700015F17Rik	1700015F17Rik	3	0	12	5	1	0	0	1
1700015G11Rik	1700015G11Rik	0	0	0	0	0	0	0	0
1700016C15Rik	1700016C15Rik	3	0	0	0	4	0	0	0
1700016D06Rik	1700016D06Rik	10	6	9	14	16	19	15	12
1700016G22Rik	1700016G22Rik	0	0	0	0	0	0	0	0
1700016H13Rik	1700016H13Rik	0	0	0	1	0	0	0	0
1700016K19Rik	1700016K19Rik	116	79	164	104	29	26	13	19
1700016L04Rik	1700016L04Rik	3	1	2	2	0	0	0	0
1700016L21Rik	1700016L21Rik	0	0	0	0	0	0	0	0
1700016M24Rik	1700016M24Rik	1	0	1	1	1	1	1	0
1700016P04Rik	1700016P04Rik	0	0	0	0	0	0	0	0
1700017B05Rik	1700017B05Rik	430	352	427	551	214	181	258	240
1700017D01Rik	1700017D01Rik	0	0	0	0	0	0	0	0
1700017G19Rik	1700017G19Rik	2	3	2	1	1	0	1	2
1700017J07Rik	1700017J07Rik	0	0	1	0	1	0	0	0
1700017N19Rik	1700017N19Rik	2	5	7	4	0	3	0	0
1700018A04Rik	1700018A04Rik	0	1	0	3	0	0	0	0
1700018B08Rik	1700018B08Rik	0	0	0	1	0	0	0	0
1700018B24Rik	1700018B24Rik	0	1	0	1	0	0	0	0
1700018C11Rik	1700018C11Rik	0	1	2	3	0	0	0	5
1700018F24Rik	1700018F24Rik	0	0	0	0	0	0	0	0
1700018G05Rik	1700018G05Rik	4	3	4	8	3	2	6	8
1700018L02Rik	1700018L02Rik	176	148	220	201	119	102	107	159
1700018L24Rik	1700018L24Rik	1	1	4	0	2	0	0	0
1700019A02Rik	1700019A02Rik	0	4	1	2	0	3	0	0
1700019B03Rik	1700019B03Rik	4	9	11	7	5	0	0	2
1700019B21Rik	1700019B21Rik	0	0	0	0	0	0	0	0
1700019D03Rik	1700019D03Rik	82	73	97	110	20	16	35	46
1700019E08Rik	1700019E08Rik	0	0	0	0	0	0	0	0
1700019E19Rik	1700019E19Rik	434	410	509	581	87	115	71	87
1700019G17Rik	1700019G17Rik	289	198	310	321	85	77	84	78
1700019G24Rik	1700019G24Rik	19	10	10	11	0	1.00055	0	2.00177
1700019L03Rik	1700019L03Rik	60	46	76	83	41	32	31	35
1700019M22Rik	1700019M22Rik	0	0	0	0	0	0	0	0
1700019N12Rik	1700019N12Rik	8	14	16	14	1	9	8	7
1700019N19Rik	1700019N19Rik	0	4	0	4	1	0	2	0
1700019O17Rik	1700019O17Rik	0	1	0	0	2	0	1	1
1700020A23Rik	1700020A23Rik	20	14	20	22	7	13	22	18
1700020D05Rik	1700020D05Rik	8	2	5	9	30	39	46	67
1700020G17Rik	1700020G17Rik	0	0	0	0	2	0	0	0
1700020I14Rik	1700020I14Rik	700	542	709	757	732	349	555	697
1700020L24Rik	1700020L24Rik	26	20	27	35	3	6	7	2
1700020M21Rik	1700020M21Rik	0	0	0	0	0	0	0	0
1700020N01Rik	1700020N01Rik	0	0	3	0	0	0	4	0
1700020N15Rik	1700020N15Rik	0	0	0	0	0	0	0	0
1700020N18Rik	1700020N18Rik	0	0	4	0	0	1	0	0
1700020O03Rik	1700020O03Rik	1604	1366	1726	1962	651	430	702	698
1700021C14Rik	1700021C14Rik	54	28	40	46	1	1	3	10
1700021F05Rik	1700021F05Rik	722	627	819	829	247	139	190	221
1700021F07Rik	1700021F07Rik	0	1	0	1	1	0	1	0
1700021K19Rik	1700021K19Rik	2710	2228	2928	3387	1114	1030	1562	1524
1700021N21Rik	1700021N21Rik	20	13	38	25	1	1	2	4
1700022A21Rik	1700022A21Rik	0	0	0	0	0	0	0	0
1700022A22Rik	1700022A22Rik	0	0	0	0	0	0	0	0
1700022E09Rik	1700022E09Rik	0	0	0	0	0	0	0	0
1700022H16Rik	1700022H16Rik	0	0	0	0	0	0	0	0
1700022I11Rik	1700022I11Rik	1	0	1	0	3	7	6	11
1700022P22Rik	1700022P22Rik	12	10	7	15	0	0	5	4
1700023A16Rik	1700023A16Rik	0	0	0	0	0	0	0	0
1700023C21Rik	1700023C21Rik	0	0	0	0	0	0	0	0
1700023E05Rik	1700023E05Rik	10	9	14	9	5	3	3	2
1700023F02Rik	1700023F02Rik	0	0	0	0	0	0	0	0
1700023F06Rik	1700023F06Rik	207.999	214.999	246.999	300	39.9998	25.9999	61.9997	46
1700023L04Rik	1700023L04Rik	18	6	21	16	2	0	4	5
1700024B18Rik	1700024B18Rik	0	0	0	0	0	0	2	4
1700024F13Rik	1700024F13Rik	10	7	16	5	4	1	0	3
1700024G13Rik	1700024G13Rik	23	25	29	18	1	0	0	7
1700024P03Rik	1700024P03Rik	0	0	0	2	3	2	0	0
1700024P04Rik	1700024P04Rik	0	0	0	0	0	0	0	0
1700024P16Rik	1700024P16Rik	24	7	13	21	11	8	22	21
1700025B11Rik	1700025B11Rik	0	0	0	0	0	0	0	0
1700025C18Rik	1700025C18Rik	0	0	0	0	0	0	0	1
1700025E21Rik	1700025E21Rik	5	9	16	11	5	0	1	1
1700025F22Rik	1700025F22Rik	0	0	0	0	0	0	0	0
1700025F24Rik	1700025F24Rik	5	1	1	4	0	0	0	0
1700025G04Rik	1700025G04Rik	4197	3671	4399	4882	1376	1071	1498	1573
1700025K23Rik	1700025K23Rik	503	397	518	593	35	29	48	51
1700025K24Rik	1700025K24Rik	0	0	0	0	2	3	3	11
1700025M24Rik	1700025M24Rik	0	0	3	0	0	0	0	3
1700025N23Rik	1700025N23Rik	66	47	72	100	113	100	176	184
1700026D08Rik	1700026D08Rik	139	114	179	206	23	22	18	34
1700026D11Rik	1700026D11Rik	1	0	0	0	1	0	0	1
1700026F02Rik	1700026F02Rik	0	0	0	0	0	0	0	0
1700026J04Rik	1700026J04Rik	37	27	28	45	3	6	10	7
1700026L06Rik	1700026L06Rik	10	14	30	22	8	2	5	7
1700027A15Rik	1700027A15Rik	0	0	0	3	0	0	0	0
1700027A23Rik	1700027A23Rik	145	100	150	133	9	12	24	15
1700027D21Rik	1700027D21Rik	0	0	4	0	0	2	0	0
1700027F09Rik	1700027F09Rik	0	0	0	0	0	0	0	0
1700027H10Rik	1700027H10Rik	54	44	72	84	36	27	26	22
1700027I24Rik	1700027I24Rik	0	0	0	0	0	0	0	0
1700027J07Rik	1700027J07Rik	0	0	0	0	0	0	0	3
1700028B04Rik	1700028B04Rik	0	1	1	0	0	0	0	0
1700028D13Rik	1700028D13Rik	0	0	0	0	0	0	0	0
1700028E10Rik	1700028E10Rik	14	8	12	16	7	10	6	10
1700028I16Rik	1700028I16Rik	2	3	0	1	0	0	0	0
1700028J19Rik	1700028J19Rik	24	17	36	35	4	0	2	1
1700028K03Rik	1700028K03Rik	61	60	61	49	20	30.0002	42	39
1700028M03Rik	1700028M03Rik	0	0	0	0	0	0	0	0
1700028P14Rik	1700028P14Rik	36	28	48	34	15	8	9	23
1700028P15Rik	1700028P15Rik	0	0	0	0	0	0	0	0
1700029B22Rik	1700029B22Rik	0	0	0	0	0	0	0	0
1700029F09Rik	1700029F09Rik	214	181	201	225	17	8	16	17
1700029F12Rik	1700029F12Rik	1	3	0	1	1	1	1	5
1700029G01Rik	1700029G01Rik	58	69	82	84	21	23	43	41
1700029H14Rik	1700029H14Rik	1	2	5	0	2	1	3	2
1700029I01Rik	1700029I01Rik	118.997	59.9991	93.1697	129.996	34	13.2777	39.8274	36
1700029I15Rik	1700029I15Rik	5	9	13	11	2	9	6	4
1700029J03Rik	1700029J03Rik	0	0	0	0	0	0	0	0
1700029J07Rik	1700029J07Rik	130	130	118	162	84	87	89	94
1700029J11Rik	1700029J11Rik	0	0	0	0	0	0	1	1
1700029M20Rik	1700029M20Rik	0	1	3	0	1	0	0	2
1700029N11Rik	1700029N11Rik	0	0	0	0	0	0	0	0
1700029P11Rik	1700029P11Rik	1	0	2	1	0	3	1	0
1700030A11Rik	1700030A11Rik	0	3	0	2	1	1	4	1
1700030C10Rik	1700030C10Rik	238	230	203	319	84	34	62	77
1700030F04Rik	1700030F04Rik	3	0	1	0	2	1	0	0
1700030F18Rik	1700030F18Rik	1	1	0	0	0	0	0	4
1700030J22Rik	1700030J22Rik	305	277	312	364	119	94	145	145
1700030K09Rik	1700030K09Rik	347	322	401	449	116	103	148	141
1700030L20Rik	1700030L20Rik	0	0	1	0	0	0	0	1
1700030M09Rik	1700030M09Rik	0	0	2	0	0	0	0	0
1700030N03Rik	1700030N03Rik	0	0	0	0	0	0	0	0
1700030O20Rik	1700030O20Rik	0	0	0	0	0	0	0	0
1700031A10Rik	1700031A10Rik	1	0	1	0	3	0	0	0
1700031F05Rik	1700031F05Rik	0	0	0	0	0	0	0	0
1700031M16Rik	1700031M16Rik	0	0	0	0	0	0	0	0
1700031P21Rik	1700031P21Rik	0	0	0	0	0	0	0	0
1700034E13Rik	1700034E13Rik	0	1	0	0	0	0	0	3
1700034F02Rik	1700034F02Rik	10	4	15	10	4	0	0	5
1700034G24Rik	1700034G24Rik	8	4	2	9	2	0	1	1
1700034H14Rik	1700034H14Rik	304	257	296	380	71	74	61	105
1700034H15Rik	1700034H15Rik	98	88	99	114	90	82	82	131
1700034I23Rik	1700034I23Rik	2	4	0	8	3	11	8	14
1700034J05Rik	1700034J05Rik	0	0	0	0	5	9	5	8.99797
1700034K08Rik	1700034K08Rik	0	0	0	0	0	0	0	0
1700034O15Rik	1700034O15Rik	0	0	0	0	0	0	0	0
1700034P13Rik	1700034P13Rik	67	58	65	95	165	142	272	234
1700036G14Rik	1700036G14Rik	0	0	0	0	0	0	0	1
1700037C18Rik	1700037C18Rik	166	149	191	234	20	27	38	29
1700037H04Rik	1700037H04Rik	5741	4774	6846	7232	612	378	427	556.001
1700039E15Rik	1700039E15Rik	0	0	0	0	0	0	0	0
1700039E22Rik	1700039E22Rik	0	0	0	0	0	0	0	0
1700040I03Rik	1700040I03Rik	181.999	158.998	186.999	240.999	19.9917	23.9993	26	21.9965
1700040L02Rik	1700040L02Rik	95	77	108	119	55	15	34	38
1700040N02Rik	1700040N02Rik	12	10	13	11	3.00225	16	17	17
1700041C23Rik	1700041C23Rik	0	0	0	0	0	0	0	0
1700041M19Rik	1700041M19Rik	0	0	0	0	0	0	0	0
1700042B14Rik	1700042B14Rik	1	0	0	0	0	0	0	0
1700042G07Rik	1700042G07Rik	0	0	0	0	0	0	0	0
1700042G15Rik	1700042G15Rik	0	0	0	0	0	0	2	1
1700042O10Rik	1700042O10Rik	0	1.00161	6.00194	2	1.00008	2.0001	4.0001	4.00008
1700044C05Rik	1700044C05Rik	0	0	0	0	0	0	0	1
1700044K03Rik	1700044K03Rik	0	0	0	0	0	0	0	0
